age,income,employment_years,num_credit_accounts,total_debt,debt_to_income_ratio,payment_history_score,num_late_payments,credit_utilization,num_hard_inquiries,loan_amount,loan_term_months,savings_balance,education_level,employment_status,creditworthy,education_encoded,employment_encoded,income_per_debt,savings_to_income_ratio,payment_reliability,credit_age_score
55,86783.29,20,9,36585.72,0.4216,829,6,0.2425,1,15050.85,60,0.0,Bachelor,Employed,1,0,0,2.372,0.0,0.7,180
59,60125.16,8,10,15296.54,0.2544,606,3,0.6458,0,30271.32,48,7667.64,High School,Employed,0,1,0,3.9304,0.1275,0.85,80
66,40026.4,16,7,39380.8,0.9839,831,11,0.3037,7,5259.4,36,4556.39,Bachelor,Employed,1,0,0,1.0164,0.1138,0.45,112
49,20995.81,4,7,730.41,0.0348,421,19,0.8987,0,1000.0,24,8055.74,Bachelor,Employed,0,0,0,28.7059,0.3837,0.05,28
69,38898.85,30,4,30167.81,0.7755,453,17,0.5935,0,19550.76,60,12355.54,Master,Employed,0,2,0,1.2894,0.3176,0.15,120
49,85108.31,18,1,44694.94,0.5252,836,8,0.2075,2,13895.99,24,16955.66,High School,Employed,1,1,0,1.9042,0.1992,0.6,18
64,29893.28,32,14,35117.85,1.1748,751,18,0.2621,4,7899.75,12,13453.33,Master,Employed,0,2,0,0.8512,0.45,0.1,448
36,62062.54,12,8,0.0,0.0,468,3,0.4325,8,21520.8,36,3671.36,PhD,Employed,1,3,0,62062.54,0.0592,0.85,96
64,75678.5,13,4,10425.45,0.1378,358,0,0.122,9,23392.25,60,10213.49,Master,Employed,1,2,0,7.2583,0.135,1.0,52
67,60706.9,32,1,16370.73,0.2697,600,8,0.0787,1,1000.0,24,8378.64,Master,Employed,1,2,0,3.708,0.138,0.6,32
30,62979.67,28,5,35149.33,0.5581,849,14,0.6801,0,8474.02,60,7.23,Bachelor,Employed,1,0,0,1.7917,0.0001,0.3,140
50,68112.08,9,14,25.73,0.0004,416,7,0.4072,0,38175.16,12,10389.4,Bachelor,Employed,1,0,0,2548.1511,0.1525,0.65,126
45,62585.62,30,14,4715.95,0.0754,426,14,0.7262,7,20834.05,24,19140.03,Bachelor,Employed,1,0,0,13.2682,0.3058,0.3,420
59,87181.48,5,8,0.0,0.0,704,14,0.1101,9,21761.04,24,8194.56,Bachelor,Employed,1,0,0,87181.48,0.094,0.3,40
40,34194.17,0,4,7613.0,0.2226,698,17,0.6099,9,26728.94,36,0.0,Bachelor,Employed,0,0,0,4.491,0.0,0.15,0
25,59808.5,6,13,1225.9,0.0205,814,6,0.4433,9,15170.69,36,8181.61,Master,Employed,1,2,0,48.7477,0.1368,0.7,78
21,18635.19,26,12,43968.59,2.3594,797,17,0.058,1,22966.84,24,717.73,Bachelor,Employed,1,0,0,0.4238,0.0385,0.15,312
50,15000.0,20,8,10289.34,0.686,827,15,0.5448,8,22180.62,36,13181.63,High School,Unemployed,1,1,2,1.4577,0.8788,0.25,160
69,53366.58,27,8,30363.88,0.569,697,1,0.0828,8,20390.41,24,11149.19,Bachelor,Employed,1,0,0,1.7575,0.2089,0.95,216
23,65867.59,15,3,20269.54,0.3077,564,3,0.8277,1,11779.88,48,6974.54,High School,Employed,0,1,0,3.2494,0.1059,0.85,45
65,87613.36,22,9,20059.42,0.229,562,19,0.632,2,16720.59,60,6013.01,Bachelor,Employed,1,0,0,4.3675,0.0686,0.05,198
34,103395.83,19,3,11128.34,0.1076,697,15,0.557,1,9116.38,48,6726.59,High School,Self-Employed,1,1,1,9.2904,0.0651,0.25,57
50,81397.21,24,1,31550.34,0.3876,826,2,0.1335,5,15128.14,48,8049.65,Bachelor,Employed,1,0,0,2.5798,0.0989,0.9,24
24,69543.31,27,2,22315.16,0.3209,735,1,0.2875,6,3315.09,60,3366.59,Master,Employed,1,2,0,3.1163,0.0484,0.95,54
38,58199.3,4,6,21451.16,0.3686,659,2,0.4929,5,7093.76,24,0.0,Bachelor,Employed,0,0,0,2.713,0.0,0.9,24
57,24375.44,20,12,11098.69,0.4553,428,4,0.6333,2,12176.88,24,14832.19,High School,Employed,0,1,0,2.196,0.6085,0.8,240
45,52079.27,17,10,13553.36,0.2602,540,1,0.1832,2,5562.95,36,5687.59,Bachelor,Unemployed,1,0,2,3.8423,0.1092,0.95,170
68,80807.54,5,2,28833.67,0.3568,521,18,0.0089,1,9949.83,12,9002.26,High School,Unemployed,0,1,2,2.8024,0.1114,0.1,10
21,72965.64,28,6,23450.83,0.3214,513,19,0.3448,1,13360.74,24,9711.69,Bachelor,Employed,1,0,0,3.1113,0.1331,0.05,168
66,29273.32,18,14,21852.08,0.7465,434,1,0.4829,4,19022.62,60,9932.12,Bachelor,Employed,0,0,0,1.3396,0.3393,0.95,252
35,67280.51,32,1,8689.36,0.1292,685,1,0.1844,7,24492.57,12,957.09,PhD,Self-Employed,1,3,1,7.742,0.0142,0.95,32
29,65567.86,0,11,49161.62,0.7498,602,19,0.4922,5,10362.16,60,0.0,High School,Employed,0,1,0,1.3337,0.0,0.05,0
35,61997.8,2,13,12804.4,0.2065,586,17,0.3385,8,28351.05,60,4467.84,Bachelor,Employed,0,0,0,4.8415,0.0721,0.15,26
69,54442.89,20,1,19546.21,0.359,488,19,0.4551,4,24386.11,60,10374.27,Master,Self-Employed,1,2,1,2.7852,0.1906,0.05,20
44,68311.68,34,5,17194.5,0.2517,596,13,0.3475,9,20040.94,12,3632.3,PhD,Employed,1,3,0,3.9726,0.0532,0.35,170
24,68946.26,2,10,49320.67,0.7153,825,14,0.6285,3,16536.49,48,5870.47,High School,Unemployed,0,1,2,1.3979,0.0851,0.3,20
32,42170.82,24,13,15637.78,0.3708,688,11,0.0429,8,18191.21,60,20763.78,Bachelor,Employed,1,0,0,2.6966,0.4924,0.45,312
57,64100.28,19,11,14264.87,0.2225,758,10,0.1709,9,26870.51,36,0.0,High School,Employed,1,1,0,4.4933,0.0,0.5,209
57,51212.1,33,9,21774.67,0.4252,560,10,0.4328,4,27235.8,24,3469.8,Bachelor,Employed,1,0,0,2.3518,0.0678,0.5,297
63,25255.32,20,14,9596.89,0.38,412,6,0.3563,0,28349.47,24,19379.62,High School,Self-Employed,1,1,1,2.6313,0.7673,0.7,280
26,43767.86,22,8,21674.0,0.4952,335,11,0.3916,4,15413.27,24,7732.41,Master,Employed,0,2,0,2.0193,0.1767,0.45,176
59,23726.21,5,3,55574.05,2.3423,378,15,0.8038,4,20549.67,12,3764.09,High School,Employed,0,1,0,0.4269,0.1586,0.25,15
66,74601.87,12,3,24495.43,0.3283,574,4,0.8863,4,28435.47,36,15012.61,Bachelor,Unemployed,1,0,2,3.0454,0.2012,0.8,36
44,62117.79,22,1,23948.69,0.3855,577,1,0.2487,1,8762.84,36,8331.38,Bachelor,Employed,1,0,0,2.5937,0.1341,0.95,22
31,47890.19,8,14,9231.43,0.1928,611,15,0.8364,5,11815.83,36,5910.15,PhD,Employed,0,3,0,5.1872,0.1234,0.25,112
33,83410.43,16,3,45638.11,0.5472,828,14,0.4588,4,15160.37,36,9154.21,Bachelor,Employed,1,0,0,1.8276,0.1097,0.3,48
54,56359.82,1,14,49085.49,0.8709,503,10,0.2738,1,23995.99,36,4051.35,High School,Employed,0,1,0,1.1482,0.0719,0.5,14
45,26375.54,18,12,32790.21,1.2432,316,5,0.9855,9,24151.72,48,1895.05,High School,Employed,0,1,0,0.8043,0.0718,0.75,216
27,46210.43,18,12,29807.5,0.645,775,12,0.8248,7,12691.36,36,7318.42,High School,Employed,0,1,0,1.5502,0.1584,0.4,216
24,87657.08,6,12,16478.52,0.188,810,18,0.9943,5,1000.0,36,1934.02,Master,Self-Employed,0,2,1,5.3192,0.0221,0.1,72
28,41610.49,19,13,25870.06,0.6217,509,9,0.1682,9,17461.84,12,8064.16,Bachelor,Employed,0,0,0,1.6084,0.1938,0.55,247
40,60504.43,8,11,7472.64,0.1235,798,18,0.1438,2,5816.84,12,10126.44,Bachelor,Self-Employed,1,0,1,8.0957,0.1674,0.1,88
49,69877.53,16,1,3108.29,0.0445,701,4,0.5034,8,1000.0,36,13118.36,High School,Employed,1,1,0,22.4738,0.1877,0.8,16
65,66798.97,26,8,0.0,0.0,728,6,0.6386,3,2361.28,48,14767.55,Master,Unemployed,1,2,2,66798.97,0.2211,0.7,208
66,103989.2,1,1,26160.11,0.2516,377,10,0.1711,2,18263.81,36,5565.58,Bachelor,Employed,1,0,0,3.975,0.0535,0.5,1
30,31473.93,18,5,0.0,0.0,379,13,0.8604,6,28610.37,36,10996.49,PhD,Employed,1,3,0,31473.93,0.3494,0.35,90
63,33470.74,16,9,12505.47,0.3736,605,15,0.532,7,15388.95,36,10955.14,Bachelor,Employed,0,0,0,2.6763,0.3273,0.25,144
54,31804.91,4,7,19081.56,0.6,357,17,0.4109,6,17113.81,60,9966.91,High School,Employed,0,1,0,1.6667,0.3134,0.15,28
46,49081.63,17,4,34929.36,0.7117,829,3,0.6021,0,26828.95,48,5123.24,Bachelor,Employed,1,0,0,1.4051,0.1044,0.85,68
61,76987.55,6,11,11326.7,0.1471,507,0,0.635,0,1000.0,24,1831.59,High School,Employed,1,1,0,6.7964,0.0238,1.0,66
69,34365.31,16,9,36699.08,1.0679,810,14,0.0428,4,20201.76,36,11012.01,Bachelor,Employed,1,0,0,0.9364,0.3204,0.3,144
23,77267.21,3,9,34087.38,0.4412,434,13,0.9999,7,14884.1,24,0.0,Bachelor,Employed,0,0,0,2.2667,0.0,0.35,27
26,55702.53,24,2,3930.38,0.0706,821,18,0.3639,9,20660.57,48,6392.96,High School,Employed,1,1,0,14.1687,0.1148,0.1,48
25,32820.07,4,10,36842.38,1.1226,382,4,0.0615,2,10165.16,36,0.0,High School,Self-Employed,0,1,1,0.8908,0.0,0.8,40
25,19972.6,29,10,15746.28,0.7884,343,3,0.8523,7,6820.63,24,0.0,High School,Self-Employed,0,1,1,1.2683,0.0,0.85,290
67,24448.59,11,11,12515.73,0.5119,782,12,0.993,2,16405.09,24,2737.2,Master,Employed,0,2,0,1.9533,0.112,0.4,121
43,41682.93,3,12,15809.7,0.3793,792,17,0.8164,3,31491.91,48,14580.35,High School,Employed,0,1,0,2.6364,0.3498,0.15,36
69,51616.98,23,6,19947.41,0.3865,798,11,0.8519,9,23609.1,36,12128.65,High School,Employed,0,1,0,2.5875,0.235,0.45,138
29,81921.26,28,4,13774.33,0.1681,317,14,0.6259,6,9923.07,60,4676.39,High School,Self-Employed,0,1,1,5.947,0.0571,0.3,112
55,70981.76,8,8,7404.63,0.1043,593,8,0.9223,2,1590.28,48,12376.22,Bachelor,Self-Employed,1,0,1,9.5848,0.1744,0.6,64
40,38221.17,3,12,8731.17,0.2284,447,3,0.0357,3,1000.0,60,13325.74,Bachelor,Employed,0,0,0,4.3771,0.3486,0.85,36
69,63173.31,23,11,22084.14,0.3496,771,4,0.7667,7,28160.99,36,7036.01,Master,Employed,1,2,0,2.8604,0.1114,0.8,253
62,88030.93,13,7,17593.05,0.1999,471,8,0.6707,3,5449.18,24,0.0,High School,Employed,1,1,0,5.0034,0.0,0.6,91
55,92478.35,4,7,27909.65,0.3018,830,12,0.0496,8,11744.87,48,6752.53,Bachelor,Employed,1,0,0,3.3134,0.073,0.4,28
38,48711.88,17,11,20785.44,0.4267,419,9,0.544,3,28212.11,48,7412.65,Bachelor,Employed,0,0,0,2.3434,0.1522,0.55,187
37,74165.77,18,10,21155.21,0.2852,365,15,0.5151,3,1000.0,48,605.27,PhD,Employed,0,3,0,3.5056,0.0082,0.25,180
44,82799.11,11,9,28892.18,0.3489,440,12,0.6915,4,29922.65,12,10202.28,High School,Employed,0,1,0,2.8657,0.1232,0.4,99
23,24858.56,17,13,41283.77,1.6607,745,3,0.0775,0,12463.6,36,9678.87,High School,Employed,1,1,0,0.6021,0.3894,0.85,221
52,44751.86,16,5,41885.34,0.9359,805,12,0.8053,6,3514.17,12,10670.26,Bachelor,Unemployed,0,0,2,1.0684,0.2384,0.4,80
55,99400.37,29,6,40106.1,0.4035,488,7,0.1394,8,12526.49,48,9673.54,High School,Employed,1,1,0,2.4784,0.0973,0.65,174
58,48979.28,23,1,33056.74,0.6749,457,12,0.4187,8,7774.03,48,12379.06,High School,Employed,0,1,0,1.4816,0.2527,0.4,23
33,15000.0,10,6,51281.16,3.4187,545,14,0.8813,0,19408.2,60,6924.03,Bachelor,Employed,0,0,0,0.2925,0.4616,0.3,60
67,52580.76,34,2,26567.36,0.5053,332,19,0.5605,5,8518.68,12,9210.71,Bachelor,Employed,0,0,0,1.9791,0.1752,0.05,68
45,77492.51,22,6,24883.19,0.3211,660,19,0.3796,2,1000.0,24,5613.56,Bachelor,Self-Employed,1,0,1,3.1141,0.0724,0.05,132
29,55130.21,16,9,53658.82,0.9733,629,12,0.0482,3,12794.37,36,4493.0,Bachelor,Employed,1,0,0,1.0274,0.0815,0.4,144
24,69307.28,0,8,0.0,0.0,811,4,0.6723,7,1434.55,24,16029.5,Bachelor,Employed,1,0,0,69307.28,0.2313,0.8,0
34,73764.44,14,9,16791.55,0.2276,370,5,0.9865,3,17043.2,24,0.0,Bachelor,Employed,0,0,0,4.3927,0.0,0.75,126
57,47901.25,31,13,38787.44,0.8097,612,4,0.9118,7,3128.7,36,13260.56,Bachelor,Employed,0,0,0,1.2349,0.2768,0.8,403
54,44612.14,8,10,34703.94,0.7779,378,12,0.7173,3,10119.87,48,4276.75,Bachelor,Self-Employed,0,0,1,1.2855,0.0959,0.4,80
31,58068.82,14,8,58484.77,1.0072,468,4,0.1053,8,16825.88,60,3499.77,High School,Employed,0,1,0,0.9929,0.0603,0.8,112
61,58555.58,27,3,21612.29,0.3691,479,12,0.2394,5,12875.41,48,9569.46,High School,Employed,1,1,0,2.7092,0.1634,0.4,81
23,56081.54,23,8,13537.74,0.2414,559,19,0.1868,0,17504.3,48,0.0,Bachelor,Employed,1,0,0,4.1423,0.0,0.05,184
48,56903.13,34,6,15018.73,0.2639,785,7,0.3555,9,21802.87,12,3103.86,Bachelor,Employed,1,0,0,3.7886,0.0545,0.65,204
49,40029.08,21,13,24771.02,0.6188,304,8,0.2355,1,3420.66,24,2905.16,Master,Employed,0,2,0,1.6159,0.0726,0.6,273
29,70005.74,26,6,44324.71,0.6332,596,18,0.2444,6,14356.02,24,6671.61,Bachelor,Employed,1,0,0,1.5793,0.0953,0.1,156
23,66984.64,18,6,44512.12,0.6645,659,19,0.6167,9,1000.0,24,3175.17,High School,Employed,0,1,0,1.5048,0.0474,0.05,108
45,28279.83,11,3,19159.78,0.6775,416,14,0.3187,6,17473.33,60,17606.71,High School,Self-Employed,0,1,1,1.4759,0.6226,0.3,33
54,47216.75,19,10,23795.13,0.504,656,9,0.6772,2,11991.86,60,18782.1,High School,Employed,1,1,0,1.9842,0.3978,0.55,190
32,56861.6,0,1,10825.98,0.1904,738,10,0.9479,0,5165.5,60,0.0,Bachelor,Employed,1,0,0,5.2518,0.0,0.5,0
62,44313.74,20,12,12391.77,0.2796,630,4,0.6385,7,18157.19,36,11265.94,Bachelor,Employed,0,0,0,3.5758,0.2542,0.8,240
29,67747.44,0,14,35693.86,0.5269,824,8,0.7517,9,26726.98,60,13151.98,Bachelor,Employed,0,0,0,1.898,0.1941,0.6,0
35,53662.35,9,4,44033.17,0.8206,487,10,0.7516,9,10239.82,12,11257.91,Bachelor,Employed,0,0,0,1.2187,0.2098,0.5,36
60,58381.45,31,10,9540.74,0.1634,580,18,0.3307,6,5551.86,12,4051.32,Master,Employed,1,2,0,6.1185,0.0694,0.1,310
45,46985.81,21,12,23644.35,0.5032,810,1,0.015,9,16650.25,48,6535.43,PhD,Employed,1,3,0,1.9871,0.1391,0.95,252
25,15135.62,17,6,16353.83,1.0805,765,5,0.055,7,1643.93,48,3510.35,Bachelor,Unemployed,0,0,2,0.9255,0.2319,0.75,102
31,15000.0,31,11,32958.07,2.1972,414,0,0.2821,0,8396.19,48,5478.42,Master,Employed,0,2,0,0.4551,0.3652,1.0,341
54,66792.19,26,12,14172.26,0.2122,535,2,0.6895,2,27224.02,48,740.21,Bachelor,Self-Employed,1,0,1,4.7125,0.0111,0.9,312
44,60338.24,27,10,0.0,0.0,637,2,0.9067,1,15621.79,12,7311.27,PhD,Self-Employed,1,3,1,60338.24,0.1212,0.9,270
35,63773.24,17,2,35055.36,0.5497,821,13,0.9588,0,1000.0,48,0.0,Master,Unemployed,0,2,2,1.8192,0.0,0.35,34
58,57689.46,28,7,15447.75,0.2678,498,19,0.0258,4,1000.0,12,6799.19,PhD,Employed,1,3,0,3.7342,0.1179,0.05,196
28,59291.35,17,7,17008.34,0.2869,349,4,0.9901,2,16620.86,60,508.51,Bachelor,Self-Employed,0,0,1,3.4858,0.0086,0.8,119
25,74380.47,7,11,26533.82,0.3567,441,16,0.3225,9,23623.91,60,9240.9,Master,Unemployed,0,2,2,2.8031,0.1242,0.2,77
68,63892.39,30,4,25292.5,0.3959,827,14,0.843,7,1000.0,36,3923.48,Bachelor,Employed,1,0,0,2.526,0.0614,0.3,120
46,75818.19,33,4,26841.82,0.354,813,5,0.1803,5,19497.13,48,9743.48,High School,Employed,1,1,0,2.8245,0.1285,0.75,132
38,58429.24,6,1,0.0,0.0,329,13,0.0629,9,28303.44,60,14489.48,Bachelor,Employed,0,0,0,58429.24,0.248,0.35,6
26,48992.37,17,13,28344.64,0.5786,381,13,0.3784,8,33878.59,60,17536.68,Master,Employed,0,2,0,1.7284,0.3579,0.35,221
57,58884.06,8,2,0.0,0.0,330,16,0.8589,8,18312.23,24,0.0,High School,Employed,0,1,0,58884.06,0.0,0.2,16
68,38276.44,8,9,31543.48,0.8241,632,7,0.2208,5,20068.03,24,2994.84,Bachelor,Employed,0,0,0,1.2134,0.0782,0.65,72
33,47403.06,7,10,36775.72,0.7758,476,7,0.154,1,1000.0,12,6181.48,Bachelor,Self-Employed,0,0,1,1.2889,0.1304,0.65,70
48,58551.43,34,8,0.0,0.0,669,18,0.9098,8,35997.53,36,10761.97,Bachelor,Employed,1,0,0,58551.43,0.1838,0.1,272
25,58286.37,17,8,24926.49,0.4277,846,8,0.9383,1,9245.1,24,0.0,Master,Self-Employed,0,2,1,2.3382,0.0,0.6,136
33,52871.62,4,9,35857.69,0.6782,834,10,0.0125,2,5665.29,36,2107.45,Master,Employed,1,2,0,1.4744,0.0399,0.5,36
37,27236.31,13,7,13264.95,0.487,405,12,0.7274,5,12447.94,60,8782.14,Bachelor,Employed,0,0,0,2.0531,0.3224,0.4,91
60,67728.19,27,13,30104.55,0.4445,396,12,0.3092,1,30116.73,12,8509.33,High School,Employed,1,1,0,2.2497,0.1256,0.4,351
65,71684.57,29,9,0.0,0.0,529,18,0.3747,4,37080.46,36,10265.71,Bachelor,Employed,1,0,0,71684.57,0.1432,0.1,261
52,87873.81,3,10,36472.94,0.4151,526,18,0.4691,1,16254.09,24,10662.05,Bachelor,Self-Employed,0,0,1,2.4092,0.1213,0.1,30
49,63835.52,19,12,20449.91,0.3204,670,4,0.4268,3,24980.84,60,10031.57,Bachelor,Employed,1,0,0,3.1214,0.1571,0.8,228
23,55029.24,24,2,16132.56,0.2932,399,15,0.515,2,15432.04,48,9161.93,High School,Employed,0,1,0,3.4109,0.1665,0.25,48
60,34739.41,27,6,34760.62,1.0006,744,8,0.5824,4,4622.05,60,8334.44,Bachelor,Unemployed,0,0,2,0.9994,0.2399,0.6,162
54,84840.36,11,3,45939.35,0.5415,767,19,0.4656,5,29767.44,24,11988.58,High School,Employed,0,1,0,1.8468,0.1413,0.05,33
60,59956.66,1,11,27285.74,0.4551,354,2,0.7016,6,8778.73,24,0.0,Bachelor,Self-Employed,0,0,1,2.1973,0.0,0.9,11
47,58867.46,13,6,44130.71,0.7497,494,18,0.7186,9,30355.31,48,17266.0,High School,Employed,0,1,0,1.3339,0.2933,0.1,78
33,49918.88,21,3,0.0,0.0,819,4,0.4404,7,27985.41,60,0.0,Bachelor,Employed,1,0,0,49918.88,0.0,0.8,63
65,48640.61,30,8,29989.23,0.6165,723,7,0.1425,8,21140.36,36,1525.03,High School,Employed,1,1,0,1.6219,0.0314,0.65,240
53,68765.33,22,11,18019.94,0.262,614,13,0.6406,3,33289.75,36,6639.44,PhD,Unemployed,1,3,2,3.8159,0.0966,0.35,242
26,34571.19,19,13,8176.71,0.2365,427,2,0.773,3,37323.46,60,12035.68,Bachelor,Employed,0,0,0,4.2275,0.3481,0.9,247
44,87508.64,3,4,0.0,0.0,331,12,0.6381,6,13247.57,36,0.0,High School,Self-Employed,0,1,1,87508.64,0.0,0.4,12
39,83150.53,14,12,29176.81,0.3509,392,10,0.5881,9,6912.06,60,7831.25,Bachelor,Unemployed,0,0,2,2.8498,0.0942,0.5,168
36,47918.77,23,10,33129.35,0.6914,818,7,0.2294,9,1000.0,60,12754.37,Master,Employed,1,2,0,1.4464,0.2662,0.65,230
60,37722.71,24,6,40130.34,1.0638,557,18,0.6451,8,37446.82,24,13967.11,Master,Employed,0,2,0,0.94,0.3703,0.1,144
48,15000.0,0,9,37647.36,2.5098,519,9,0.3349,1,10603.18,12,3816.02,Bachelor,Self-Employed,0,0,1,0.3984,0.2544,0.55,0
53,29971.72,6,2,8424.35,0.2811,405,17,0.9196,5,26350.37,24,6194.99,High School,Employed,0,1,0,3.5573,0.2067,0.15,12
68,69598.23,30,2,39360.58,0.5655,847,17,0.6537,9,7587.45,36,4303.11,Bachelor,Employed,1,0,0,1.7682,0.0618,0.15,60
61,61306.84,11,7,40945.21,0.6679,715,6,0.2782,9,30382.66,12,5643.95,Master,Employed,0,2,0,1.4973,0.0921,0.7,77
33,64873.07,4,2,16100.24,0.2482,608,15,0.4729,7,7998.82,60,1809.04,Bachelor,Self-Employed,1,0,1,4.0291,0.0279,0.25,8
63,18088.41,11,2,20426.42,1.1293,665,5,0.8466,4,3082.81,36,2664.49,Master,Self-Employed,0,2,1,0.8855,0.1473,0.75,22
65,47083.69,17,4,5987.69,0.1272,820,15,0.3355,4,12914.94,48,10606.26,High School,Employed,1,1,0,7.8621,0.2253,0.25,68
45,82345.46,1,9,42213.29,0.5126,758,15,0.5254,7,9682.24,36,8789.69,High School,Employed,0,1,0,1.9507,0.1067,0.25,9
62,53079.45,9,8,0.0,0.0,669,0,0.6797,0,20963.0,12,10949.52,Master,Unemployed,1,2,2,53079.45,0.2063,1.0,72
56,29554.11,14,2,28024.56,0.9482,630,18,0.7545,5,14486.05,12,9284.09,Bachelor,Employed,0,0,0,1.0545,0.3141,0.1,28
47,52767.95,29,8,11047.56,0.2094,310,2,0.1739,9,21277.02,60,12226.03,High School,Self-Employed,1,1,1,4.776,0.2317,0.9,232
58,39579.65,16,4,3382.21,0.0855,806,5,0.5652,8,12089.79,48,13269.28,Bachelor,Employed,1,0,0,11.6988,0.3353,0.75,64
27,61673.58,3,2,0.0,0.0,718,3,0.9122,5,8348.93,60,0.0,Master,Self-Employed,1,2,1,61673.58,0.0,0.85,6
25,55410.91,6,11,16768.91,0.3026,421,3,0.9684,6,9164.39,48,2874.14,High School,Unemployed,0,1,2,3.3042,0.0519,0.85,66
63,65865.93,30,10,1031.22,0.0157,534,3,0.6561,3,35449.39,48,6611.74,High School,Employed,1,1,0,63.81,0.1004,0.85,300
65,30641.53,33,7,20846.29,0.6803,630,9,0.9837,9,17251.71,60,7863.93,High School,Employed,0,1,0,1.4698,0.2566,0.55,231
51,46025.67,5,6,46540.06,1.0112,842,8,0.5707,0,1000.0,36,3979.46,Master,Employed,0,2,0,0.9889,0.0865,0.6,30
43,76808.69,33,14,22992.61,0.2993,647,7,0.4426,8,9797.91,24,13472.14,Master,Employed,1,2,0,3.3404,0.1754,0.65,462
62,27914.4,14,10,49959.21,1.7897,711,18,0.5516,5,15968.66,48,19879.69,Bachelor,Employed,0,0,0,0.5587,0.7122,0.1,140
30,34937.76,13,5,5265.9,0.1507,523,16,0.1157,2,33454.0,12,9116.97,Bachelor,Employed,1,0,0,6.6335,0.2609,0.2,65
52,58985.95,5,11,785.89,0.0133,452,16,0.4017,3,25286.99,60,8506.05,High School,Employed,0,1,0,74.9609,0.1442,0.2,55
63,60734.6,31,1,4594.77,0.0757,511,0,0.4584,9,5782.82,36,13096.74,High School,Employed,1,1,0,13.2153,0.2156,1.0,31
50,45223.0,2,2,19023.49,0.4207,391,19,0.8486,5,39183.56,48,0.0,Master,Self-Employed,0,2,1,2.3771,0.0,0.05,4
59,49431.34,2,8,60844.23,1.2309,630,13,0.7586,5,14688.4,36,8170.81,High School,Employed,0,1,0,0.8124,0.1653,0.35,16
51,65664.51,21,1,0.0,0.0,766,19,0.6014,8,27463.3,60,13874.21,Bachelor,Employed,1,0,0,65664.51,0.2113,0.05,21
38,71992.7,21,3,29294.95,0.4069,527,10,0.3473,3,3449.92,12,4141.08,Bachelor,Employed,0,0,0,2.4574,0.0575,0.5,63
56,33615.57,9,2,9500.52,0.2826,493,2,0.187,4,1000.0,48,640.64,High School,Self-Employed,1,1,1,3.5379,0.0191,0.9,18
22,62286.39,2,5,16642.95,0.2672,829,7,0.3478,4,1000.0,48,6885.17,Bachelor,Employed,1,0,0,3.7423,0.1105,0.65,10
34,85240.32,11,4,1129.7,0.0133,542,9,0.6798,2,1000.0,36,7635.89,Bachelor,Employed,1,0,0,75.3872,0.0896,0.55,44
33,52682.16,28,13,33187.07,0.6299,688,16,0.263,1,36120.89,60,2548.09,Bachelor,Employed,0,0,0,1.5874,0.0484,0.2,364
49,33403.22,16,7,19341.12,0.579,575,7,0.4269,7,17145.33,24,20576.97,High School,Self-Employed,0,1,1,1.727,0.616,0.65,112
32,32478.16,6,5,36311.8,1.118,749,0,0.3868,9,5753.56,48,5127.82,High School,Self-Employed,0,1,1,0.8944,0.1579,1.0,30
59,51785.25,12,8,22628.68,0.437,777,19,0.7656,8,19526.24,12,1078.04,Bachelor,Employed,1,0,0,2.2884,0.0208,0.05,96
22,75716.95,1,4,0.0,0.0,779,6,0.8838,9,16893.34,48,7438.27,PhD,Employed,1,3,0,75716.95,0.0982,0.7,4
52,54184.88,3,12,36448.14,0.6727,587,8,0.6994,8,21209.33,48,13447.16,High School,Employed,0,1,0,1.4866,0.2482,0.6,36
33,58784.64,9,6,0.0,0.0,839,11,0.3416,4,27095.31,24,8104.49,PhD,Self-Employed,1,3,1,58784.64,0.1379,0.45,54
66,35073.17,23,4,0.0,0.0,629,8,0.4332,8,12100.79,24,10913.56,Bachelor,Employed,1,0,0,35073.17,0.3112,0.6,92
47,74662.35,16,2,6241.96,0.0836,769,19,0.1434,3,6201.61,60,2770.94,Master,Employed,1,2,0,11.9594,0.0371,0.05,32
69,32086.83,5,1,6442.17,0.2008,833,2,0.1681,1,23277.75,48,16926.13,High School,Employed,1,1,0,4.98,0.5275,0.9,5
61,44910.07,18,14,40940.32,0.9116,766,3,0.1643,2,23023.33,48,11370.27,High School,Self-Employed,0,1,1,1.0969,0.2532,0.85,252
37,67598.3,4,14,17432.65,0.2579,719,9,0.1306,0,16007.36,36,14286.21,High School,Employed,1,1,0,3.8775,0.2113,0.55,56
60,15000.0,31,1,38710.78,2.5807,421,3,0.1796,4,36775.54,36,10190.96,Bachelor,Employed,0,0,0,0.3875,0.6794,0.85,31
51,58479.22,9,8,11481.24,0.1963,607,8,0.2027,0,10621.78,12,12949.3,PhD,Employed,1,3,0,5.093,0.2214,0.6,72
54,34218.53,8,14,24764.7,0.7237,633,0,0.1118,0,6001.42,12,2761.68,High School,Employed,1,1,0,1.3817,0.0807,1.0,112
44,55330.99,26,4,27110.63,0.49,719,4,0.6403,6,19180.91,36,5051.54,Bachelor,Employed,0,0,0,2.0409,0.0913,0.8,104
65,47958.89,12,5,30440.98,0.6347,625,8,0.9904,1,8250.62,12,16078.88,High School,Employed,0,1,0,1.5754,0.3353,0.6,60
